,date,description,notes,species,strain,genotype,age,sex,weight,solution,internal,temperature,important,expUnit,slice_slice,slice_notes,slice_location,slice_orientation,important.1,cell_cell,cell_notes,cell_type,cell_location,cell_important,data_incomplete,data_complete,data_images
83,2018.10.11_000,"NS9- NIHL? - VGAT DOB 8/22/2018, 17g, p50, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.,CBA Mouse,vGAT,het,p50,f,17g,Standard ACSF,Cesium,34C,True,True,slice_003, , , , ,cell_000, ,cartwheel, ,True, ,"VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001","Images:   9, Videos:   6"
84,2018.10.16_000,"NS3 - NIHL? - VGAT DOB 8/22/2018, 18g, p55, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  2 CW cells,CBA Mouse,vGAT,hemi,p55,f,18g,Standard ACSF,Cesium,34C,True,True,slice_001, , , ,True,cell_000,"Nice cell, lost access gradually.  First two runs with mirror off, but still on slice. run VGAT_5_5hz_pt035_pt006_002 is nice  Spontaneous activity, kicks up with more light (pt045_pt1)  Last VCIV turned on LED twice, lots of inward currents..",cartwheel, ,True,VGAT_5mspulses_5Hz_pt035_to_pt06_001.V.98/138,"VCIV_simple_000, VCIV_simple_001, VCIV_simple_002, VCIV_simple_003, VCIV_simple_004, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt035_to_pt06_003, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   8, Videos:   7"
85,2018.10.16_000,"NS3 - NIHL? - VGAT DOB 8/22/2018, 18g, p55, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  2 CW cells,CBA Mouse,vGAT,hemi,p55,f,18g,Standard ACSF,Cesium,34C,True,True,slice_002, , , ,True,cell_000, , , ,True, ,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt045_to_pt1_002","Images:  10, Videos:   6"
86,2018.10.19_000,"NT3 - NIHL? - VGAT DOB 8/26/2018, 25g, p54, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal. ,CBA Mouse,VGAT,het,p54,M,25g,Standard ACSF,Cesium,34C,True,True,slice_000, , , ,True,cell_000, ,cartwheel, ,True,Ttest_000.V.6/41,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt035_to_pt06_002, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   9, Videos:   8"
87,2018.10.19_000,"NT3 - NIHL? - VGAT DOB 8/26/2018, 25g, p54, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal. ,CBA Mouse,VGAT,het,p54,M,25g,Standard ACSF,Cesium,34C,True,True,slice_001, , , ,True,cell_000, ,tuberculoventral, ,True, ,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   9, Videos:   7"
88,2018.10.23_000,"NT1 - NIHL? - VGAT DOB 8/26/2018, 27g, p58, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - pyramidal? Lots of sponts s1c0 - leaky cartwheel, but great access... s2c0 - unknown, died early..",CBA Mouse,VGAT,het,p58,m,27g,Standard ACSF,Cesium,34C,True,True,slice_000, , , ,True,cell_000, ,pyramidal, ,True,CCIV_1nA_max_000.I.15/41,"VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001","Images:   9, Videos:   7"
89,2018.10.23_000,"NT1 - NIHL? - VGAT DOB 8/26/2018, 27g, p58, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - pyramidal? Lots of sponts s1c0 - leaky cartwheel, but great access... s2c0 - unknown, died early..",CBA Mouse,VGAT,het,p58,m,27g,Standard ACSF,Cesium,34C,True,True,slice_000, , , ,True,cell_001, , , , , , ,No Images or Videos
90,2018.10.23_000,"NT1 - NIHL? - VGAT DOB 8/26/2018, 27g, p58, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ","Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  s0c0 - pyramidal? Lots of sponts s1c0 - leaky cartwheel, but great access... s2c0 - unknown, died early..",CBA Mouse,VGAT,het,p58,m,27g,Standard ACSF,Cesium,34C,True,True,slice_001, , , ,True,cell_000,"Weird cell. Phenomenal access but leaky, weird axon/dendrite heading deep, but direct light response + cartwheel...",cartwheel, ,True, ,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:  10, Videos:   9"
91,2018.10.24_000,"NT4 - NIHL? - VGAT DOB 8/26/2018, 20g, p59, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  ,CBA Mouse,VGAT,het,p59,f,20g,Standard ACSF,Cesium,34C,True,True,slice_000, , , ,True,cell_000, ,tuberculoventral, ,True, ,"Ttest_000, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt045_to_pt1_002","Images:  11, Videos:   8"
92,2018.10.24_000,"NT4 - NIHL? - VGAT DOB 8/26/2018, 20g, p59, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  ,CBA Mouse,VGAT,het,p59,f,20g,Standard ACSF,Cesium,34C,True,True,slice_001, , , ,True,cell_000,Giant or pyramidal,unknown, ,True,VGAT_5mspulses_5Hz_pt035_to_pt06_000.V.9/228,"VCIV_simple_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt06_to_pt5_000, VGAT_5mspulses_5Hz_pt06_to_pt5_001","Images:  16, Videos:  13"
93,2018.10.24_000,"NT4 - NIHL? - VGAT DOB 8/26/2018, 20g, p59, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  ,CBA Mouse,VGAT,het,p59,f,20g,Standard ACSF,Cesium,34C,True,True,slice_002, , , ,True,cell_000, ,cartwheel, , ,VGAT_5mspulses_5Hz_pt045_to_pt1_000.V.10/198,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001","Images:   6, Videos:   6"
94,2018.10.26_000,"NU1 - NIHL? - VGAT DOB 8/27/2018, 18g, p60, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  ,CBA Mouse,VGAT,het,p60,F,18g,Standard ACSF,Cesium,34C, ,True,slice_000, , , ,True,cell_000,"Nice cell, access variable but lots of good maps..",pyramidal, ,True, ,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt035_to_pt06_001, VGAT_5mspulses_5Hz_pt045_to_pt1_000, VGAT_5mspulses_5Hz_pt045_to_pt1_001, VGAT_5mspulses_5Hz_pt045_to_pt1_002, VGAT_5mspulses_5Hz_pt06_to_pt5_000","Images:  19, Videos:  14"
95,2018.10.26_000,"NU1 - NIHL? - VGAT DOB 8/27/2018, 18g, p60, cut in Ting HEPES/NMDG, 10 min at 34C in Ting HEPES/NMDG -> RT in HEPES saline 2/2 Ca/Mg (10 mM LNac), recorded in Rao's solution (2/1.3 Ca/Mg)  ",Std ACSF with 5 uM CNQX disodium  Recording with Hi Cl cesium based internal.  ,CBA Mouse,VGAT,het,p60,F,18g,Standard ACSF,Cesium,34C, ,True,slice_002, , , ,True,cell_000, ,tuberculoventral, ,True,VGAT_20mspulses_5Hz_pt035_to_pt06_000.V.24/315,"VCIV_simple_000, VCIV_simple_001, VGAT_5mspulses_5Hz_pt035_to_pt06_000, VGAT_5mspulses_5Hz_pt045_to_pt1_000","Images:   3, Videos:   4"
96,2018.11.20_000,"DOB 7/16/2018, p127 VGAT. Sliced at 35C in Ting NMDG after perfusion with Ting NMDG, after 10 min at 35C, placed in RT Ting HEPES saline (2/2 Ca/Mg, pH 7.39). All recordings in Rao ACSF at 34C  ","Cell attached, high cesium with 1 mM glycine in the internal.",CBA Mouse,VGAT,het,p127,M,34g,Standard ACSF,Cesium,34C, ,True,slice_000, , , , ,cell_000, ,cartwheel, , ,VCIV_simple_003.V.21/84,"VCIV_simple_000, VCIV_simple_001, VCIV_simple_002, VCIV_simple_004, VCIV_simple_005, VCIV_simple_006",No Images or Videos
97,2018.11.20_000,"DOB 7/16/2018, p127 VGAT. Sliced at 35C in Ting NMDG after perfusion with Ting NMDG, after 10 min at 35C, placed in RT Ting HEPES saline (2/2 Ca/Mg, pH 7.39). All recordings in Rao ACSF at 34C  ","Cell attached, high cesium with 1 mM glycine in the internal.",CBA Mouse,VGAT,het,p127,M,34g,Standard ACSF,Cesium,34C, ,True,slice_000, , , , ,cell_001, , , , , , ,No Images or Videos
